eval_index,frame_original_index,mask_original_index,pred_path,gt_path,mask_path,pred_name,gt_name,mask_name,pred_stem,gt_stem,mask_stem,pred_orig_size,gt_orig_size,mask_orig_size,pred_gt_same_name,gt_mask_same_name,mask_ratio,hole_pixels,PSNR_all,PSNR_hole,SSIM_all,SSIM_hole,PSNR_nomask,SSIM_nomask,LPIPS,nonmask_dil30_ratio,PSNR_nonmask_dil30,SSIM_nonmask_dil30,hole_psnr_gt_all,jump_image,jump_mask,gt_original_index,aligned_pair
82,82,82,results/B_mask_20_30_reliability_inference/line_debug/0020_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00164.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000584.png,0020_reliability.png,00164.jpg,0000584.png,0020_reliability,00164,0000584,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2972412109375,19480,6.80681473763019,8.439247399057548,0.03661656752228737,0.038376301527023315,6.266350890856048,0.03376825526356697,0.7820743918418884,0.359832763671875,7.457937774205668,0.03661656752228737,True,0,0,82,pred[82] <-> gt[82] <-> mask[82]
83,83,83,results/B_mask_20_30_reliability_inference/line_debug/0020_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00166.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000590.png,0020_soft.png,00166.jpg,0000590.png,0020_soft,00166,0000590,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2257843017578125,14797,7.520166689276381,6.332871576884632,0.050803910940885544,0.05163469538092613,7.937826735881729,0.05212099105119705,0.7646813988685608,0.405364990234375,6.88844425808645,0.050803910940885544,False,0,0,83,pred[83] <-> gt[83] <-> mask[83]
84,84,84,results/B_mask_20_30_reliability_inference/frames/0021.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00168.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000598.png,0021.png,00168.jpg,0000598.png,0021,00168,0000598,"[256, 256]","[256, 256]","[256, 256]",False,False,0.229949951171875,15070,9.259687488271522,10.941247849388526,0.28160378336906433,0.3029170334339142,8.86210463466514,0.2606958746910095,0.7042754292488098,0.18585205078125,9.402644587698477,0.3043321967124939,True,0,0,84,pred[84] <-> gt[84] <-> mask[84]
85,85,85,results/B_mask_20_30_reliability_inference/line_debug/0021_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00170.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000599.png,0021_center.png,00170.jpg,0000599.png,0021_center,00170,0000599,"[256, 256]","[256, 256]","[256, 256]",False,False,0.25921630859375,16988,8.30922728960549,6.359999763849856,0.024435609579086304,0.020302264019846916,9.268680230448837,0.030325355008244514,0.7200196981430054,0.2899322509765625,10.413303885721907,0.024435609579086304,False,0,0,85,pred[85] <-> gt[85] <-> mask[85]
86,86,86,results/B_mask_20_30_reliability_inference/line_debug/0021_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00172.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000600.png,0021_reliability.png,00172.jpg,0000600.png,0021_reliability,00172,0000600,"[256, 256]","[256, 256]","[256, 256]",False,False,0.286712646484375,18790,9.879459938463631,8.590469073102707,0.05512150004506111,0.05618606135249138,10.528904375077373,0.06483790278434753,0.6835097670555115,0.3283538818359375,9.872313277543693,0.05512150004506111,False,0,0,86,pred[86] <-> gt[86] <-> mask[86]
87,87,87,results/B_mask_20_30_reliability_inference/line_debug/0021_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00174.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000613.png,0021_soft.png,00174.jpg,0000613.png,0021_soft,00174,0000613,"[256, 256]","[256, 256]","[256, 256]",False,False,0.22259521484375,14588,10.982621799995414,9.12503201858861,0.07926031947135925,0.06299974769353867,11.702935342985093,0.08963227272033691,0.659389078617096,0.328216552734375,12.703180236319012,0.0778999999165535,False,0,0,87,pred[87] <-> gt[87] <-> mask[87]
88,88,88,results/B_mask_20_30_reliability_inference/frames/0022.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00176.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000620.png,0022.png,00176.jpg,0000620.png,0022,00176,0000620,"[256, 256]","[256, 256]","[256, 256]",False,False,0.231536865234375,15174,7.050331000268885,8.91724633685629,0.1990927904844284,0.18835420906543732,6.6156218957929696,0.21481317281723022,0.7264848947525024,0.2312774658203125,7.6074692055561925,0.17866842448711395,True,0,0,88,pred[88] <-> gt[88] <-> mask[88]
89,89,89,results/B_mask_20_30_reliability_inference/line_debug/0022_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00178.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000623.png,0022_center.png,00178.jpg,0000623.png,0022_center,00178,0000623,"[256, 256]","[256, 256]","[256, 256]",False,False,0.23431396484375,15356,11.97738611013097,9.546740422383401,0.06808135658502579,0.04604792222380638,13.109921496442178,0.08383377641439438,0.6911537647247314,0.3168487548828125,10.035853007241748,0.06424611806869507,False,0,0,89,pred[89] <-> gt[89] <-> mask[89]
90,90,90,results/B_mask_20_30_reliability_inference/line_debug/0022_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00180.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000631.png,0022_reliability.png,00180.jpg,0000631.png,0022_reliability,00180,0000631,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2978515625,19520,12.920631510530974,11.04197375736791,0.10299896448850632,0.10341814160346985,14.053397976307815,0.10581985861063004,0.6981754302978516,0.2646636962890625,11.692550296846685,0.10299896448850632,False,0,0,90,pred[90] <-> gt[90] <-> mask[90]
91,91,91,results/B_mask_20_30_reliability_inference/line_debug/0022_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00182.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000634.png,0022_soft.png,00182.jpg,0000634.png,0022_soft,00182,0000634,"[256, 256]","[256, 256]","[256, 256]",False,False,0.241607666015625,15834,13.305316255317575,10.207415570916682,0.10780655592679977,0.10780655592679977,15.054699949921131,0.11191974580287933,0.6876387596130371,0.2923126220703125,13.222849319485253,0.10780655592679977,False,0,0,91,pred[91] <-> gt[91] <-> mask[91]
92,92,92,results/B_mask_20_30_reliability_inference/frames/0023.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00184.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000635.png,0023.png,00184.jpg,0000635.png,0023,00184,0000635,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2190704345703125,14357,6.151214875610139,8.276093561711464,0.15033753216266632,0.1464339643716812,5.703690453265322,0.15791082382202148,0.808982789516449,0.3036956787109375,7.385571610244929,0.1409333497285843,True,0,0,92,pred[92] <-> gt[92] <-> mask[92]
93,93,93,results/B_mask_20_30_reliability_inference/line_debug/0023_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00186.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000638.png,0023_center.png,00186.jpg,0000638.png,0023_center,00186,0000638,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2641754150390625,17313,12.701879571773736,10.002512895370666,0.08395258337259293,0.08307883888483047,14.309668677625481,0.08185674995183945,0.6710307598114014,0.210601806640625,11.761185631390541,0.07990282028913498,False,0,0,93,pred[93] <-> gt[93] <-> mask[93]
94,94,94,results/B_mask_20_30_reliability_inference/line_debug/0023_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00188.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000641.png,0023_reliability.png,00188.jpg,0000641.png,0023_reliability,00188,0000641,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2097015380859375,13743,14.13496478795057,17.501578277805457,0.12111428380012512,0.1258573979139328,13.554035263750537,0.10692253708839417,0.6688704490661621,0.2846527099609375,18.418721703390442,0.12562626600265503,True,0,0,94,pred[94] <-> gt[94] <-> mask[94]
95,95,95,results/B_mask_20_30_reliability_inference/line_debug/0023_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00190.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000652.png,0023_soft.png,00190.jpg,0000652.png,0023_soft,00190,0000652,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2259674072265625,14809,14.214279702929044,11.186317178927665,0.1257554441690445,0.13166488707065582,15.72816882387285,0.13841544091701508,0.6584089398384094,0.216583251953125,13.2961742156352,0.1259537935256958,False,0,0,95,pred[95] <-> gt[95] <-> mask[95]
96,96,96,results/B_mask_20_30_reliability_inference/frames/0024.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00192.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000658.png,0024.png,00192.jpg,0000658.png,0024,00192,0000658,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2258148193359375,14799,6.044133316558109,7.1787047335580745,0.155434712767601,0.15691731870174408,5.762246403630934,0.15142910182476044,0.785447895526886,0.30712890625,6.856124186172786,0.15493197739124298,True,0,0,96,pred[96] <-> gt[96] <-> mask[96]
97,97,97,results/B_mask_20_30_reliability_inference/line_debug/0024_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00194.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000659.png,0024_center.png,00194.jpg,0000659.png,0024_center,00194,0000659,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2020721435546875,13243,12.816700838972938,11.887255418340741,0.08711064606904984,0.07045990228652954,13.087428473262502,0.09603993594646454,0.699685275554657,0.3018951416015625,13.036838862319327,0.0841909721493721,False,0,0,97,pred[97] <-> gt[97] <-> mask[97]
98,98,98,results/B_mask_20_30_reliability_inference/line_debug/0024_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00196.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000663.png,0024_reliability.png,00196.jpg,0000663.png,0024_reliability,00196,0000663,"[256, 256]","[256, 256]","[256, 256]",False,False,0.296356201171875,19422,13.601666648386562,11.198750317071543,0.11544147878885269,0.11537041515111923,15.220949022223662,0.11609488725662231,0.6657754778862,0.288970947265625,14.645787866024115,0.11544147878885269,False,0,0,98,pred[98] <-> gt[98] <-> mask[98]
99,99,99,results/B_mask_20_30_reliability_inference/line_debug/0024_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00198.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000664.png,0024_soft.png,00198.jpg,0000664.png,0024_soft,00198,0000664,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2270660400390625,14881,13.132694311039202,11.550646541829014,0.10891731828451157,0.09363186359405518,13.733041057781012,0.11762862652540207,0.6626282930374146,0.244598388671875,11.41271431918657,0.10115458816289902,False,0,0,99,pred[99] <-> gt[99] <-> mask[99]
100,100,100,results/B_mask_20_30_reliability_inference/frames/0025.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00200.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000668.png,0025.png,00200.jpg,0000668.png,0025,00200,0000668,"[256, 256]","[256, 256]","[256, 256]",False,False,0.267822265625,17552,5.9637491019039865,6.384155373853998,0.1710585355758667,0.2120717316865921,5.819596318466543,0.16605035960674286,0.7605816125869751,0.2999725341796875,5.559998129244866,0.17871415615081787,True,0,0,100,pred[100] <-> gt[100] <-> mask[100]
101,101,101,results/B_mask_20_30_reliability_inference/line_debug/0025_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00202.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000675.png,0025_center.png,00202.jpg,0000675.png,0025_center,00202,0000675,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2819366455078125,18477,11.145399009574495,11.08524479138981,0.05287277698516846,0.04898333549499512,11.169247441574042,0.050380852073431015,0.7166950702667236,0.4312286376953125,10.920947249548112,0.05287277698516846,False,0,0,101,pred[101] <-> gt[101] <-> mask[101]
102,102,102,results/B_mask_20_30_reliability_inference/line_debug/0025_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00204.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000688.png,0025_reliability.png,00204.jpg,0000688.png,0025_reliability,00204,0000688,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2868194580078125,18797,10.788575522873835,13.271991236015271,0.06500498205423355,0.0723424032330513,10.087650209463785,0.05208830162882805,0.71100914478302,0.3024444580078125,11.33487846122453,0.0701010599732399,True,0,0,102,pred[102] <-> gt[102] <-> mask[102]
103,103,103,results/B_mask_20_30_reliability_inference/line_debug/0025_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00206.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000693.png,0025_soft.png,00206.jpg,0000693.png,0025_soft,00206,0000693,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2947235107421875,19315,10.22411758514653,9.412450124366101,0.055637065321207047,0.053271811455488205,10.614059406806135,0.0631151869893074,0.7135903835296631,0.405426025390625,9.901874592011504,0.055637065321207047,False,0,0,103,pred[103] <-> gt[103] <-> mask[103]
104,104,104,results/B_mask_20_30_reliability_inference/frames/0026.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00208.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000705.png,0026.png,00208.jpg,0000705.png,0026,00208,0000705,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2905120849609375,19039,6.843488742259515,7.5275489036475305,0.23123134672641754,0.21291927993297577,6.5917713463200425,0.25654736161231995,0.7630425691604614,0.381256103515625,6.91766118397143,0.235991433262825,True,0,0,104,pred[104] <-> gt[104] <-> mask[104]
105,105,105,results/B_mask_20_30_reliability_inference/line_debug/0026_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00210.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000706.png,0026_center.png,00210.jpg,0000706.png,0026_center,00210,0000706,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2029571533203125,13301,8.543279145429132,6.760407581430928,0.02462081052362919,0.023411758244037628,9.144369680337473,0.026232324540615082,0.7441596984863281,0.30419921875,9.300875618595517,0.02462081052362919,False,0,0,105,pred[105] <-> gt[105] <-> mask[105]
106,106,106,results/B_mask_20_30_reliability_inference/line_debug/0026_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00212.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000712.png,0026_reliability.png,00212.jpg,0000712.png,0026_reliability,00212,0000712,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2365875244140625,15505,8.174871857457477,5.808508911763322,0.045923862606287,0.04577086493372917,9.279026469757266,0.05489824339747429,0.7478926181793213,0.38818359375,9.577883577064604,0.045923862606287,False,0,0,106,pred[106] <-> gt[106] <-> mask[106]
107,107,107,results/B_mask_20_30_reliability_inference/line_debug/0026_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00214.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000756.png,0026_soft.png,00214.jpg,0000756.png,0026_soft,00214,0000756,"[256, 256]","[256, 256]","[256, 256]",False,False,0.266021728515625,17434,8.087088310029225,5.940105835197453,0.04504520818591118,0.04355154559016228,9.232126286922151,0.05187303200364113,0.7544206380844116,0.355682373046875,7.209285662021126,0.04504520818591118,False,0,0,107,pred[107] <-> gt[107] <-> mask[107]
108,108,108,results/B_mask_20_30_reliability_inference/frames/0027.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00216.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000758.png,0027.png,00216.jpg,0000758.png,0027,00216,0000758,"[256, 256]","[256, 256]","[256, 256]",False,False,0.229248046875,15024,7.655103258229703,7.896299117516531,0.3710601329803467,0.3413170278072357,7.585874183524142,0.4069880247116089,0.7024192810058594,0.28363037109375,7.896274398864191,0.3710601329803467,True,0,0,108,pred[108] <-> gt[108] <-> mask[108]
109,109,109,results/B_mask_20_30_reliability_inference/line_debug/0027_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00218.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000773.png,0027_center.png,00218.jpg,0000773.png,0027_center,00218,0000773,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2417755126953125,15845,7.378953271372528,7.972802049487813,0.018096216022968292,0.009776829741895199,7.205479771250135,0.019178356975317,0.7894833087921143,0.260009765625,6.390535738406448,0.012551258318126202,True,0,0,109,pred[109] <-> gt[109] <-> mask[109]
110,110,110,results/B_mask_20_30_reliability_inference/line_debug/0027_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00220.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000790.png,0027_reliability.png,00220.jpg,0000790.png,0027_reliability,00220,0000790,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2490234375,16320,7.347757853834459,8.246492619253408,0.0292456466704607,0.03254574537277222,7.086566524226658,0.02192593552172184,0.8091497421264648,0.4414825439453125,7.1283282676577535,0.0292456466704607,True,0,0,110,pred[110] <-> gt[110] <-> mask[110]
111,111,111,results/B_mask_20_30_reliability_inference/line_debug/0027_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00222.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000795.png,0027_soft.png,00222.jpg,0000795.png,0027_soft,00222,0000795,"[256, 256]","[256, 256]","[256, 256]",False,False,0.217803955078125,14274,7.4117633225251245,5.607251910523228,0.03103562258183956,0.04095053672790527,8.08418595200569,0.035794176161289215,0.7866743803024292,0.3255767822265625,6.446915919029039,0.03486425802111626,False,0,0,111,pred[111] <-> gt[111] <-> mask[111]
112,112,112,results/B_mask_20_30_reliability_inference/frames/0028.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00224.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000810.png,0028.png,00224.jpg,0000810.png,0028,00224,0000810,"[256, 256]","[256, 256]","[256, 256]",False,False,0.22503662109375,14748,9.17811011670846,12.05270168346689,0.4521569013595581,0.5093204975128174,8.606840747902847,0.40242835879325867,0.6688327789306641,0.240997314453125,10.162942950513372,0.48651328682899475,True,0,0,112,pred[112] <-> gt[112] <-> mask[112]
113,113,113,results/B_mask_20_30_reliability_inference/line_debug/0028_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00226.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000815.png,0028_center.png,00226.jpg,0000815.png,0028_center,00226,0000815,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2598876953125,17032,7.740173679302238,7.860920019353902,0.014646753668785095,0.014437074773013592,7.698558740581594,0.01157062966376543,0.8018786907196045,0.27618408203125,7.286140790310647,0.012417588382959366,True,0,0,113,pred[113] <-> gt[113] <-> mask[113]
114,114,114,results/B_mask_20_30_reliability_inference/line_debug/0028_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00228.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000819.png,0028_reliability.png,00228.jpg,0000819.png,0028_reliability,00228,0000819,"[256, 256]","[256, 256]","[256, 256]",False,False,0.27716064453125,18164,8.165583981289101,7.549806246186799,0.03647007420659065,0.03494245186448097,8.426962308708372,0.038256410509347916,0.8050551414489746,0.3649749755859375,8.358437334140321,0.036725111305713654,False,0,0,114,pred[114] <-> gt[114] <-> mask[114]
115,115,115,results/B_mask_20_30_reliability_inference/line_debug/0028_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00230.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000826.png,0028_soft.png,00230.jpg,0000826.png,0028_soft,00230,0000826,"[256, 256]","[256, 256]","[256, 256]",False,False,0.297088623046875,19470,8.045925600428461,7.053257572436929,0.03665446862578392,0.018437767401337624,8.544899209281272,0.045820679515600204,0.8121120929718018,0.399658203125,7.518087658975924,0.032789479941129684,False,0,0,115,pred[115] <-> gt[115] <-> mask[115]
116,116,116,results/B_mask_20_30_reliability_inference/frames/0029.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00232.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000827.png,0029.png,00232.jpg,0000827.png,0029,00232,0000827,"[256, 256]","[256, 256]","[256, 256]",False,False,0.292205810546875,19150,9.419740330510061,11.297729375361882,0.4507819414138794,0.4564058780670166,8.831936252102132,0.3854837715625763,0.7297377586364746,0.3458099365234375,9.724415023574839,0.4507819414138794,True,0,0,116,pred[116] <-> gt[116] <-> mask[116]
117,117,117,results/B_mask_20_30_reliability_inference/line_debug/0029_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00234.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000829.png,0029_center.png,00234.jpg,0000829.png,0029_center,00234,0000829,"[256, 256]","[256, 256]","[256, 256]",False,False,0.20465087890625,13412,7.632607407160061,7.674860655012248,0.014211381785571575,0.013661429286003113,7.62180101575423,0.013631167821586132,0.790644645690918,0.3577880859375,7.018416826662773,0.0141760827973485,True,0,0,117,pred[117] <-> gt[117] <-> mask[117]
118,118,118,results/B_mask_20_30_reliability_inference/line_debug/0029_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00236.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000832.png,0029_reliability.png,00236.jpg,0000832.png,0029_reliability,00236,0000832,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2267913818359375,14863,7.726941607972243,7.250027161032431,0.0275577399879694,0.006939736660569906,7.877371196895294,0.03450870141386986,0.7918767929077148,0.2457122802734375,7.388271981846093,0.008741005323827267,False,0,0,118,pred[118] <-> gt[118] <-> mask[118]
119,119,119,results/B_mask_20_30_reliability_inference/line_debug/0029_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00238.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000833.png,0029_soft.png,00238.jpg,0000833.png,0029_soft,00238,0000833,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2583160400390625,16929,7.725753063477924,7.427966562417543,0.028214259073138237,0.01684967614710331,7.834455543384198,0.0339871346950531,0.7902084589004517,0.3270263671875,7.815159530645421,0.028058191761374474,False,0,0,119,pred[119] <-> gt[119] <-> mask[119]
120,120,120,results/B_mask_20_30_reliability_inference/frames/0030.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00240.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000835.png,0030.png,00240.jpg,0000835.png,0030,00240,0000835,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2651519775390625,17377,8.752304528815085,8.988932466552829,0.4005986750125885,0.5602879524230957,8.669992489299851,0.3642845153808594,0.7923619151115417,0.17462158203125,9.349325408873502,0.4861048758029938,True,0,0,120,pred[120] <-> gt[120] <-> mask[120]
121,121,121,results/B_mask_20_30_reliability_inference/line_debug/0030_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00242.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000842.png,0030_center.png,00242.jpg,0000842.png,0030_center,00242,0000842,"[256, 256]","[256, 256]","[256, 256]",False,False,0.283416748046875,18574,7.385027639149186,6.221094596081139,0.012616090476512909,0.009814920835196972,7.9479167351561975,0.01254172995686531,0.79262775182724,0.2050628662109375,6.926455416230576,0.010038928128778934,False,0,0,121,pred[121] <-> gt[121] <-> mask[121]
122,122,122,results/B_mask_20_30_reliability_inference/line_debug/0030_reliability.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00244.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000852.png,0030_reliability.png,00244.jpg,0000852.png,0030_reliability,00244,0000852,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2161865234375,14168,7.641977803311855,7.789913372449538,0.02556816302239895,0.027943188324570656,7.6020456582649505,0.01890520192682743,0.8279089331626892,0.3110809326171875,7.3848283808915225,0.025574570521712303,True,0,0,122,pred[122] <-> gt[122] <-> mask[122]
123,123,123,results/B_mask_20_30_reliability_inference/line_debug/0030_soft.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00246.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000861.png,0030_soft.png,00246.jpg,0000861.png,0030_soft,00246,0000861,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2041168212890625,13377,7.4498202679973105,9.55614644332133,0.02929891087114811,0.03148140758275986,7.041580596881804,0.02455161139369011,0.8277102708816528,0.281768798828125,7.5129311084781385,0.02929891087114811,True,0,0,123,pred[123] <-> gt[123] <-> mask[123]
124,124,124,results/B_mask_20_30_reliability_inference/frames/0031.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00248.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000862.png,0031.png,00248.jpg,0000862.png,0031,00248,0000862,"[256, 256]","[256, 256]","[256, 256]",False,False,0.2260894775390625,14817,9.642365078111524,12.033389808524856,0.4085765779018402,0.44454705715179443,9.13592744789316,0.3632659614086151,0.7632560133934021,0.272003173828125,10.40976431244986,0.42159655690193176,True,0,0,124,pred[124] <-> gt[124] <-> mask[124]
125,125,125,results/B_mask_20_30_reliability_inference/line_debug/0031_center.png,/root/autodl-tmp/Inpainting/BundleFusion/B_imgs_gt/office0/00250.jpg,/root/autodl-tmp/Inpainting/masks/irregular_mask/mask_rates_20_30/0000864.png,0031_center.png,00250.jpg,0000864.png,0031_center,00250,0000864,"[256, 256]","[256, 256]","[256, 256]",False,False,0.264312744140625,17322,7.962372505425429,7.99755530820256,0.014514297246932983,0.02409633807837963,7.949800879518994,0.005855994764715433,0.8138954639434814,0.2521820068359375,7.507581621922092,0.0169028639793396,True,0,0,125,pred[125] <-> gt[125] <-> mask[125]
