count_frames,jump_image,jump_mask,mask_shift,PSNR_all,PSNR_hole,SSIM_all,SSIM_hole,PSNR_nomask,SSIM_nomask,LPIPS,FID,VFID_proxy,VFID_backbone,Ewarp_all,Ewarp_hole,tLPIPS_all,tLPIPS_hole,tLPIPS_hole_valid_frames,tLPIPS_hole_skipped_small_crop,flow_source
1540,0,0,0,8.296628091621999,8.494819935165143,0.09038138356495497,0.09039312704240114,8.39003395230964,0.09099818001616874,0.7724927935519486,155.4789335118743,187.04895314998248,r3d_18,0.10795436103105024,0.11290720619807051,0.45951750279719505,0.45421387962291965,1539,0,gt
